transect,type,sample,density,guild
42,Outside,Halobates_nymphs,0,Pleuston
51,Outside,Halobates_nymphs,0,Pleuston
52,Outside,Halobates_nymphs,0.002516356,Pleuston
55,Outside,Halobates_nymphs,0.003810976,Pleuston
56,Outside,Halobates_nymphs,0.005162623,Pleuston
64,Outside,Halobates_nymphs,0.090612541,Pleuston
65,Outside,Halobates_nymphs,0.02140411,Pleuston
66,Outside,Halobates_nymphs,0,Pleuston
70,Outside,Halobates_nymphs,0,Pleuston
73,Outside,Halobates_nymphs,0,Pleuston
74,Outside,Halobates_nymphs,0.004805382,Pleuston
75,Outside,Halobates_nymphs,0.003653635,Pleuston
79,Outside,Halobates_nymphs,0.113577697,Pleuston
81,Outside,Halobates_nymphs,0.010471204,Pleuston
84,Outside,Halobates_nymphs,0.002247584,Pleuston
87,Outside,Halobates_nymphs,0,Pleuston
91,Outside,Halobates_nymphs,0.002855511,Pleuston
92,Outside,Halobates_nymphs,0.000434273,Pleuston
95,Outside,Halobates_nymphs,0,Pleuston
100,Outside,Halobates_nymphs,0.001775989,Pleuston
102,Outside,Halobates_nymphs,0.028677947,Pleuston
104,Outside,Halobates_nymphs,0.026733763,Pleuston
106,Outside,Halobates_nymphs,0.037435657,Pleuston
108,Outside,Halobates_nymphs,0.013689254,Pleuston
110,Outside,Halobates_nymphs,0.010170871,Pleuston
112,Outside,Halobates_nymphs,0.022354694,Pleuston
115,Outside,Halobates_nymphs,0,Pleuston
117,Outside,Halobates_nymphs,0.014556041,Pleuston
119,Outside,Halobates_nymphs,0.00746826,Pleuston
121,Outside,Halobates_nymphs,0.020973154,Pleuston
123,Outside,Halobates_nymphs,0,Pleuston
126,Outside,Halobates_nymphs,0.008250825,Pleuston
128,Outside,Halobates_nymphs,0.021019443,Pleuston
130,Outside,Halobates_nymphs,0.0829302,Pleuston
132,Outside,Halobates_nymphs,0.005755948,Pleuston
134,Outside,Halobates_nymphs,0,Pleuston
136,Outside,Halobates_nymphs,0.046948357,Pleuston
138,Outside,Halobates_nymphs,0.049185367,Pleuston
140,Outside,Halobates_nymphs,0,Pleuston
142,Outside,Halobates_nymphs,0.002460025,Pleuston
144,Outside,Halobates_nymphs,0,Pleuston
146,Outside,Halobates_nymphs,0.005891016,Pleuston
148,Outside,Halobates_nymphs,0.058108822,Pleuston
1,Inside,Halobates_Total,0,Pleuston
5,Inside,Halobates_Total,0.029263102,Pleuston
8,Inside,Halobates_Total,0,Pleuston
10,Inside,Halobates_Total,0.009208103,Pleuston
14,Inside,Halobates_Total,0.008527572,Pleuston
16,Inside,Halobates_Total,0.036101083,Pleuston
17,Inside,Halobates_Total,0.103305785,Pleuston
18,Inside,Halobates_Total,0.264741276,Pleuston
19,Inside,Halobates_Total,0.087378641,Pleuston
21,Inside,Halobates_Total,0.003338898,Pleuston
22,Inside,Halobates_Total,0,Pleuston
24,Inside,Halobates_Total,0.022967386,Pleuston
26,Inside,Halobates_Total,0.029100529,Pleuston
27,Inside,Halobates_Total,0.036375661,Pleuston
28,Inside,Halobates_Total,0.052291603,Pleuston
29,Inside,Halobates_Total,0.009905894,Pleuston
31,Inside,Halobates_Total,0.153887689,Pleuston
32,Inside,Halobates_Total,0.065189048,Pleuston
33,Inside,Halobates_Total,0.099885845,Pleuston
34,Inside,Halobates_Total,0.07980653,Pleuston
36,Inside,Halobates_Total,0.251012146,Pleuston
37,Inside,Halobates_Total,0,Pleuston
39,Inside,Halobates_Total,0,Pleuston
40,Inside,Halobates_Total,0,Pleuston
43,Inside,Halobates_Total,0,Pleuston
44,Inside,Halobates_Total,0,Pleuston
45,Inside,Halobates_Total,0.028277635,Pleuston
46,Inside,Halobates_Total,0,Pleuston
47,Inside,Halobates_Total,0.040816327,Pleuston
48,Inside,Halobates_Total,0.005051781,Pleuston
49,Inside,Halobates_Total,0.005108557,Pleuston
50,Inside,Halobates_Total,0.076705692,Pleuston
54,Inside,Halobates_Total,0.02858504,Pleuston
57,Inside,Halobates_Total,0.016966407,Pleuston
59,Inside,Halobates_Total,0.003272251,Pleuston
60,Inside,Halobates_Total,1.405295316,Pleuston
61,Inside,Halobates_Total,0.07597896,Pleuston
67,Inside,Halobates_Total,0.017301038,Pleuston
68,Inside,Halobates_Total,0,Pleuston
69,Inside,Halobates_Total,0.014326648,Pleuston
71,Inside,Halobates_Total,0.078632479,Pleuston
72,Inside,Halobates_Total,0.003591954,Pleuston
76,Inside,Halobates_Total,0.002896032,Pleuston
77,Inside,Halobates_Total,0.063417891,Pleuston
78,Inside,Halobates_Total,0.009052505,Pleuston
80,Inside,Halobates_Total,0.080723281,Pleuston
85,Inside,Halobates_Total,0.032595409,Pleuston
86,Inside,Halobates_Total,0.001843545,Pleuston
88,Inside,Halobates_Total,0,Pleuston
89,Inside,Halobates_Total,0,Pleuston
90,Inside,Halobates_Total,0.002268517,Pleuston
93,Inside,Halobates_Total,0.001152074,Pleuston
96,Inside,Halobates_Total,0.009711475,Pleuston
97,Inside,Halobates_Total,0.06227521,Pleuston
98,Inside,Halobates_Total,0.044548391,Pleuston
99,Inside,Halobates_Total,0.009517646,Pleuston
101,Inside,Halobates_Total,0.016248839,Pleuston
103,Inside,Halobates_Total,0.031186652,Pleuston
105,Inside,Halobates_Total,0.00167729,Pleuston
107,Inside,Halobates_Total,0.013776477,Pleuston
109,Inside,Halobates_Total,0.040765686,Pleuston
111,Inside,Halobates_Total,0.012048193,Pleuston
113,Inside,Halobates_Total,0.031459732,Pleuston
114,Inside,Halobates_Total,0.008833922,Pleuston
116,Inside,Halobates_Total,0.037429819,Pleuston
118,Inside,Halobates_Total,0.064724919,Pleuston
120,Inside,Halobates_Total,0,Pleuston
122,Inside,Halobates_Total,0.289855072,Pleuston
125,Inside,Halobates_Total,0.175977654,Pleuston
127,Inside,Halobates_Total,0.051581072,Pleuston
129,Inside,Halobates_Total,0.023538643,Pleuston
131,Inside,Halobates_Total,0.00206441,Pleuston
133,Inside,Halobates_Total,0,Pleuston
135,Inside,Halobates_Total,0.860373648,Pleuston
137,Inside,Halobates_Total,0.09057971,Pleuston
139,Inside,Halobates_Total,0.27070429,Pleuston
141,Inside,Halobates_Total,0,Pleuston
143,Inside,Halobates_Total,0,Pleuston
145,Inside,Halobates_Total,0.559723024,Pleuston
147,Inside,Halobates_Total,0.038220038,Pleuston
2,Outside,Halobates_Total,0.005443658,Pleuston
4,Outside,Halobates_Total,0.020325203,Pleuston
9,Outside,Halobates_Total,0,Pleuston
13,Outside,Halobates_Total,0,Pleuston
15,Outside,Halobates_Total,0.003090235,Pleuston
20,Outside,Halobates_Total,0.026143791,Pleuston
23,Outside,Halobates_Total,0.003147624,Pleuston
30,Outside,Halobates_Total,0.009372071,Pleuston
35,Outside,Halobates_Total,0.058434959,Pleuston
38,Outside,Halobates_Total,0,Pleuston
41,Outside,Halobates_Total,0,Pleuston
42,Outside,Halobates_Total,0,Pleuston
51,Outside,Halobates_Total,0,Pleuston
52,Outside,Halobates_Total,0.002516356,Pleuston
55,Outside,Halobates_Total,0.003810976,Pleuston
56,Outside,Halobates_Total,0.005162623,Pleuston
64,Outside,Halobates_Total,0.094237042,Pleuston
65,Outside,Halobates_Total,0.02140411,Pleuston
66,Outside,Halobates_Total,0.010526316,Pleuston
70,Outside,Halobates_Total,0.007748935,Pleuston
73,Outside,Halobates_Total,0.006375518,Pleuston
74,Outside,Halobates_Total,0.004805382,Pleuston
75,Outside,Halobates_Total,0.003653635,Pleuston
79,Outside,Halobates_Total,0.123902943,Pleuston
81,Outside,Halobates_Total,0.013961606,Pleuston
84,Outside,Halobates_Total,0.002747047,Pleuston
87,Outside,Halobates_Total,0,Pleuston
91,Outside,Halobates_Total,0.003426613,Pleuston
92,Outside,Halobates_Total,0.000434273,Pleuston
95,Outside,Halobates_Total,0,Pleuston
100,Outside,Halobates_Total,0.001775989,Pleuston
102,Outside,Halobates_Total,0.028677947,Pleuston
104,Outside,Halobates_Total,0.026733763,Pleuston
106,Outside,Halobates_Total,0.037435657,Pleuston
108,Outside,Halobates_Total,0.027378508,Pleuston
110,Outside,Halobates_Total,0.012205045,Pleuston
112,Outside,Halobates_Total,0.022354694,Pleuston
115,Outside,Halobates_Total,0,Pleuston
117,Outside,Halobates_Total,0.014556041,Pleuston
119,Outside,Halobates_Total,0.00746826,Pleuston
121,Outside,Halobates_Total,0.020973154,Pleuston
123,Outside,Halobates_Total,0,Pleuston
126,Outside,Halobates_Total,0.008250825,Pleuston
128,Outside,Halobates_Total,0.021019443,Pleuston
130,Outside,Halobates_Total,0.0829302,Pleuston
132,Outside,Halobates_Total,0.005755948,Pleuston
134,Outside,Halobates_Total,0,Pleuston
136,Outside,Halobates_Total,0.046948357,Pleuston
138,Outside,Halobates_Total,0.049185367,Pleuston
140,Outside,Halobates_Total,0,Pleuston
142,Outside,Halobates_Total,0.002460025,Pleuston
144,Outside,Halobates_Total,0,Pleuston
146,Outside,Halobates_Total,0.005891016,Pleuston
148,Outside,Halobates_Total,0.058108822,Pleuston
1,Inside,Halobates-hawaiiensis_total,0,Pleuston
5,Inside,Halobates-hawaiiensis_total,0.007980846,Pleuston
8,Inside,Halobates-hawaiiensis_total,0,Pleuston
10,Inside,Halobates-hawaiiensis_total,0.004604052,Pleuston
14,Inside,Halobates-hawaiiensis_total,0,Pleuston
16,Inside,Halobates-hawaiiensis_total,0.010314595,Pleuston
17,Inside,Halobates-hawaiiensis_total,0.103305785,Pleuston
18,Inside,Halobates-hawaiiensis_total,0.108303249,Pleuston
19,Inside,Halobates-hawaiiensis_total,0.003236246,Pleuston
21,Inside,Halobates-hawaiiensis_total,0,Pleuston
22,Inside,Halobates-hawaiiensis_total,0,Pleuston
24,Inside,Halobates-hawaiiensis_total,0.004593477,Pleuston
26,Inside,Halobates-hawaiiensis_total,0.023809524,Pleuston
27,Inside,Halobates-hawaiiensis_total,0.033068783,Pleuston
28,Inside,Halobates-hawaiiensis_total,0.024607813,Pleuston
29,Inside,Halobates-hawaiiensis_total,0,Pleuston
31,Inside,Halobates-hawaiiensis_total,0.002699784,Pleuston
32,Inside,Halobates-hawaiiensis_total,0.058670143,Pleuston
33,Inside,Halobates-hawaiiensis_total,0.011415525,Pleuston
34,Inside,Halobates-hawaiiensis_total,0.014510278,Pleuston
36,Inside,Halobates-hawaiiensis_total,0,Pleuston
37,Inside,Halobates-hawaiiensis_total,0,Pleuston
39,Inside,Halobates-hawaiiensis_total,0,Pleuston
40,Inside,Halobates-hawaiiensis_total,0,Pleuston
43,Inside,Halobates-hawaiiensis_total,0,Pleuston
44,Inside,Halobates-hawaiiensis_total,0,Pleuston
45,Inside,Halobates-hawaiiensis_total,0,Pleuston
46,Inside,Halobates-hawaiiensis_total,0,Pleuston
47,Inside,Halobates-hawaiiensis_total,0.005830904,Pleuston
48,Inside,Halobates-hawaiiensis_total,0,Pleuston
49,Inside,Halobates-hawaiiensis_total,0,Pleuston
50,Inside,Halobates-hawaiiensis_total,0.02422285,Pleuston
54,Inside,Halobates-hawaiiensis_total,0,Pleuston
57,Inside,Halobates-hawaiiensis_total,0.003393281,Pleuston
59,Inside,Halobates-hawaiiensis_total,0,Pleuston
60,Inside,Halobates-hawaiiensis_total,0,Pleuston
61,Inside,Halobates-hawaiiensis_total,0,Pleuston
67,Inside,Halobates-hawaiiensis_total,0.003460208,Pleuston
68,Inside,Halobates-hawaiiensis_total,0,Pleuston
69,Inside,Halobates-hawaiiensis_total,0.003581662,Pleuston
71,Inside,Halobates-hawaiiensis_total,0.013675214,Pleuston
72,Inside,Halobates-hawaiiensis_total,0.003591954,Pleuston
76,Inside,Halobates-hawaiiensis_total,0.002896032,Pleuston
77,Inside,Halobates-hawaiiensis_total,0.003337784,Pleuston
78,Inside,Halobates-hawaiiensis_total,0.006035003,Pleuston
80,Inside,Halobates-hawaiiensis_total,0.009686794,Pleuston
85,Inside,Halobates-hawaiiensis_total,0,Pleuston
86,Inside,Halobates-hawaiiensis_total,0,Pleuston
88,Inside,Halobates-hawaiiensis_total,0,Pleuston
89,Inside,Halobates-hawaiiensis_total,0,Pleuston
90,Inside,Halobates-hawaiiensis_total,0,Pleuston
93,Inside,Halobates-hawaiiensis_total,0,Pleuston
96,Inside,Halobates-hawaiiensis_total,0,Pleuston
97,Inside,Halobates-hawaiiensis_total,0,Pleuston
98,Inside,Halobates-hawaiiensis_total,0,Pleuston
99,Inside,Halobates-hawaiiensis_total,0,Pleuston
101,Inside,Halobates-hawaiiensis_total,0,Pleuston
103,Inside,Halobates-hawaiiensis_total,0,Pleuston
105,Inside,Halobates-hawaiiensis_total,0,Pleuston
107,Inside,Halobates-hawaiiensis_total,0,Pleuston
109,Inside,Halobates-hawaiiensis_total,0.012406948,Pleuston
111,Inside,Halobates-hawaiiensis_total,0,Pleuston
113,Inside,Halobates-hawaiiensis_total,0.004194631,Pleuston
114,Inside,Halobates-hawaiiensis_total,0.002208481,Pleuston
116,Inside,Halobates-hawaiiensis_total,0,Pleuston
118,Inside,Halobates-hawaiiensis_total,0,Pleuston
120,Inside,Halobates-hawaiiensis_total,0,Pleuston
122,Inside,Halobates-hawaiiensis_total,0,Pleuston
125,Inside,Halobates-hawaiiensis_total,0,Pleuston
127,Inside,Halobates-hawaiiensis_total,0,Pleuston
129,Inside,Halobates-hawaiiensis_total,0,Pleuston
131,Inside,Halobates-hawaiiensis_total,0,Pleuston
133,Inside,Halobates-hawaiiensis_total,0,Pleuston
135,Inside,Halobates-hawaiiensis_total,0,Pleuston
137,Inside,Halobates-hawaiiensis_total,0,Pleuston
139,Inside,Halobates-hawaiiensis_total,0.004588208,Pleuston
141,Inside,Halobates-hawaiiensis_total,0,Pleuston
143,Inside,Halobates-hawaiiensis_total,0,Pleuston
145,Inside,Halobates-hawaiiensis_total,0.014425851,Pleuston
147,Inside,Halobates-hawaiiensis_total,0,Pleuston
2,Outside,Halobates-hawaiiensis_total,0,Pleuston
4,Outside,Halobates-hawaiiensis_total,0,Pleuston
9,Outside,Halobates-hawaiiensis_total,0,Pleuston
13,Outside,Halobates-hawaiiensis_total,0,Pleuston
15,Outside,Halobates-hawaiiensis_total,0,Pleuston
20,Outside,Halobates-hawaiiensis_total,0.003267974,Pleuston
23,Outside,Halobates-hawaiiensis_total,0,Pleuston
30,Outside,Halobates-hawaiiensis_total,0,Pleuston
35,Outside,Halobates-hawaiiensis_total,0,Pleuston
38,Outside,Halobates-hawaiiensis_total,0,Pleuston
41,Outside,Halobates-hawaiiensis_total,0,Pleuston
42,Outside,Halobates-hawaiiensis_total,0,Pleuston
51,Outside,Halobates-hawaiiensis_total,0,Pleuston
52,Outside,Halobates-hawaiiensis_total,0,Pleuston
55,Outside,Halobates-hawaiiensis_total,0,Pleuston
56,Outside,Halobates-hawaiiensis_total,0,Pleuston
64,Outside,Halobates-hawaiiensis_total,0,Pleuston
65,Outside,Halobates-hawaiiensis_total,0,Pleuston
66,Outside,Halobates-hawaiiensis_total,0.010526316,Pleuston
70,Outside,Halobates-hawaiiensis_total,0.007748935,Pleuston
73,Outside,Halobates-hawaiiensis_total,0.006375518,Pleuston
74,Outside,Halobates-hawaiiensis_total,0,Pleuston
75,Outside,Halobates-hawaiiensis_total,0,Pleuston
79,Outside,Halobates-hawaiiensis_total,0.010325245,Pleuston
81,Outside,Halobates-hawaiiensis_total,0.003490401,Pleuston
84,Outside,Halobates-hawaiiensis_total,0.000499463,Pleuston
87,Outside,Halobates-hawaiiensis_total,0,Pleuston
91,Outside,Halobates-hawaiiensis_total,0,Pleuston
92,Outside,Halobates-hawaiiensis_total,0,Pleuston
95,Outside,Halobates-hawaiiensis_total,0,Pleuston
100,Outside,Halobates-hawaiiensis_total,0,Pleuston
102,Outside,Halobates-hawaiiensis_total,0,Pleuston
104,Outside,Halobates-hawaiiensis_total,0,Pleuston
106,Outside,Halobates-hawaiiensis_total,0,Pleuston
108,Outside,Halobates-hawaiiensis_total,0.006844627,Pleuston
110,Outside,Halobates-hawaiiensis_total,0.002034174,Pleuston
112,Outside,Halobates-hawaiiensis_total,0,Pleuston
115,Outside,Halobates-hawaiiensis_total,0,Pleuston
117,Outside,Halobates-hawaiiensis_total,0,Pleuston
119,Outside,Halobates-hawaiiensis_total,0,Pleuston
121,Outside,Halobates-hawaiiensis_total,0,Pleuston
123,Outside,Halobates-hawaiiensis_total,0,Pleuston
126,Outside,Halobates-hawaiiensis_total,0,Pleuston
128,Outside,Halobates-hawaiiensis_total,0,Pleuston
130,Outside,Halobates-hawaiiensis_total,0,Pleuston
132,Outside,Halobates-hawaiiensis_total,0,Pleuston
134,Outside,Halobates-hawaiiensis_total,0,Pleuston
136,Outside,Halobates-hawaiiensis_total,0,Pleuston
138,Outside,Halobates-hawaiiensis_total,0,Pleuston
140,Outside,Halobates-hawaiiensis_total,0,Pleuston
142,Outside,Halobates-hawaiiensis_total,0,Pleuston
144,Outside,Halobates-hawaiiensis_total,0,Pleuston
146,Outside,Halobates-hawaiiensis_total,0,Pleuston
148,Outside,Halobates-hawaiiensis_total,0,Pleuston
1,Inside,Halobates-sericeus_total,0,Pleuston
5,Inside,Halobates-sericeus_total,0,Pleuston
8,Inside,Halobates-sericeus_total,0,Pleuston
10,Inside,Halobates-sericeus_total,0,Pleuston
14,Inside,Halobates-sericeus_total,0,Pleuston
16,Inside,Halobates-sericeus_total,0,Pleuston
17,Inside,Halobates-sericeus_total,0,Pleuston
18,Inside,Halobates-sericeus_total,0,Pleuston
19,Inside,Halobates-sericeus_total,0,Pleuston
21,Inside,Halobates-sericeus_total,0,Pleuston
22,Inside,Halobates-sericeus_total,0,Pleuston
24,Inside,Halobates-sericeus_total,0,Pleuston
26,Inside,Halobates-sericeus_total,0,Pleuston
27,Inside,Halobates-sericeus_total,0,Pleuston
28,Inside,Halobates-sericeus_total,0,Pleuston
29,Inside,Halobates-sericeus_total,0,Pleuston
31,Inside,Halobates-sericeus_total,0,Pleuston
32,Inside,Halobates-sericeus_total,0,Pleuston
33,Inside,Halobates-sericeus_total,0,Pleuston
34,Inside,Halobates-sericeus_total,0,Pleuston
36,Inside,Halobates-sericeus_total,0,Pleuston
37,Inside,Halobates-sericeus_total,0,Pleuston
39,Inside,Halobates-sericeus_total,0,Pleuston
40,Inside,Halobates-sericeus_total,0,Pleuston
43,Inside,Halobates-sericeus_total,0,Pleuston
44,Inside,Halobates-sericeus_total,0,Pleuston
45,Inside,Halobates-sericeus_total,0,Pleuston
46,Inside,Halobates-sericeus_total,0,Pleuston
47,Inside,Halobates-sericeus_total,0,Pleuston
48,Inside,Halobates-sericeus_total,0,Pleuston
49,Inside,Halobates-sericeus_total,0,Pleuston
50,Inside,Halobates-sericeus_total,0,Pleuston
54,Inside,Halobates-sericeus_total,0,Pleuston
57,Inside,Halobates-sericeus_total,0,Pleuston
59,Inside,Halobates-sericeus_total,0,Pleuston
60,Inside,Halobates-sericeus_total,0.122199593,Pleuston
61,Inside,Halobates-sericeus_total,0.002922268,Pleuston
67,Inside,Halobates-sericeus_total,0,Pleuston
68,Inside,Halobates-sericeus_total,0,Pleuston
69,Inside,Halobates-sericeus_total,0,Pleuston
71,Inside,Halobates-sericeus_total,0,Pleuston
72,Inside,Halobates-sericeus_total,0,Pleuston
76,Inside,Halobates-sericeus_total,0,Pleuston
77,Inside,Halobates-sericeus_total,0,Pleuston
78,Inside,Halobates-sericeus_total,0,Pleuston
80,Inside,Halobates-sericeus_total,0,Pleuston
85,Inside,Halobates-sericeus_total,0.004979854,Pleuston
86,Inside,Halobates-sericeus_total,0.000614515,Pleuston
88,Inside,Halobates-sericeus_total,0,Pleuston
89,Inside,Halobates-sericeus_total,0,Pleuston
90,Inside,Halobates-sericeus_total,0,Pleuston
93,Inside,Halobates-sericeus_total,0,Pleuston
96,Inside,Halobates-sericeus_total,0.000626547,Pleuston
97,Inside,Halobates-sericeus_total,0.005661383,Pleuston
98,Inside,Halobates-sericeus_total,0.001856183,Pleuston
99,Inside,Halobates-sericeus_total,0.000380706,Pleuston
101,Inside,Halobates-sericeus_total,0.002321263,Pleuston
103,Inside,Halobates-sericeus_total,0,Pleuston
105,Inside,Halobates-sericeus_total,0,Pleuston
107,Inside,Halobates-sericeus_total,0,Pleuston
109,Inside,Halobates-sericeus_total,0,Pleuston
111,Inside,Halobates-sericeus_total,0,Pleuston
113,Inside,Halobates-sericeus_total,0.006291946,Pleuston
114,Inside,Halobates-sericeus_total,0,Pleuston
116,Inside,Halobates-sericeus_total,0.008317738,Pleuston
118,Inside,Halobates-sericeus_total,0,Pleuston
120,Inside,Halobates-sericeus_total,0,Pleuston
122,Inside,Halobates-sericeus_total,0.019762846,Pleuston
125,Inside,Halobates-sericeus_total,0.002793296,Pleuston
127,Inside,Halobates-sericeus_total,0.002242655,Pleuston
129,Inside,Halobates-sericeus_total,0,Pleuston
131,Inside,Halobates-sericeus_total,0,Pleuston
133,Inside,Halobates-sericeus_total,0,Pleuston
135,Inside,Halobates-sericeus_total,0.019665683,Pleuston
137,Inside,Halobates-sericeus_total,0.012077295,Pleuston
139,Inside,Halobates-sericeus_total,0,Pleuston
141,Inside,Halobates-sericeus_total,0,Pleuston
143,Inside,Halobates-sericeus_total,0,Pleuston
145,Inside,Halobates-sericeus_total,0.00288517,Pleuston
147,Inside,Halobates-sericeus_total,0.002730003,Pleuston
2,Outside,Halobates-sericeus_total,0,Pleuston
4,Outside,Halobates-sericeus_total,0.005807201,Pleuston
9,Outside,Halobates-sericeus_total,0,Pleuston
13,Outside,Halobates-sericeus_total,0,Pleuston
15,Outside,Halobates-sericeus_total,0.003090235,Pleuston
20,Outside,Halobates-sericeus_total,0,Pleuston
23,Outside,Halobates-sericeus_total,0,Pleuston
30,Outside,Halobates-sericeus_total,0,Pleuston
35,Outside,Halobates-sericeus_total,0.005081301,Pleuston
38,Outside,Halobates-sericeus_total,0,Pleuston
41,Outside,Halobates-sericeus_total,0,Pleuston
42,Outside,Halobates-sericeus_total,0,Pleuston
51,Outside,Halobates-sericeus_total,0,Pleuston
52,Outside,Halobates-sericeus_total,0,Pleuston
55,Outside,Halobates-sericeus_total,0,Pleuston
56,Outside,Halobates-sericeus_total,0,Pleuston
64,Outside,Halobates-sericeus_total,0.003624502,Pleuston
65,Outside,Halobates-sericeus_total,0,Pleuston
66,Outside,Halobates-sericeus_total,0,Pleuston
70,Outside,Halobates-sericeus_total,0,Pleuston
73,Outside,Halobates-sericeus_total,0,Pleuston
74,Outside,Halobates-sericeus_total,0,Pleuston
75,Outside,Halobates-sericeus_total,0,Pleuston
79,Outside,Halobates-sericeus_total,0,Pleuston
81,Outside,Halobates-sericeus_total,0,Pleuston
84,Outside,Halobates-sericeus_total,0,Pleuston
87,Outside,Halobates-sericeus_total,0,Pleuston
91,Outside,Halobates-sericeus_total,0.000571102,Pleuston
92,Outside,Halobates-sericeus_total,0,Pleuston
95,Outside,Halobates-sericeus_total,0,Pleuston
100,Outside,Halobates-sericeus_total,0,Pleuston
102,Outside,Halobates-sericeus_total,0,Pleuston
104,Outside,Halobates-sericeus_total,0,Pleuston
106,Outside,Halobates-sericeus_total,0,Pleuston
108,Outside,Halobates-sericeus_total,0.003422313,Pleuston
110,Outside,Halobates-sericeus_total,0,Pleuston
112,Outside,Halobates-sericeus_total,0,Pleuston
115,Outside,Halobates-sericeus_total,0,Pleuston
117,Outside,Halobates-sericeus_total,0,Pleuston
119,Outside,Halobates-sericeus_total,0,Pleuston
121,Outside,Halobates-sericeus_total,0,Pleuston
123,Outside,Halobates-sericeus_total,0,Pleuston
126,Outside,Halobates-sericeus_total,0,Pleuston
128,Outside,Halobates-sericeus_total,0,Pleuston
130,Outside,Halobates-sericeus_total,0,Pleuston
132,Outside,Halobates-sericeus_total,0,Pleuston
134,Outside,Halobates-sericeus_total,0,Pleuston
136,Outside,Halobates-sericeus_total,0,Pleuston
138,Outside,Halobates-sericeus_total,0,Pleuston
140,Outside,Halobates-sericeus_total,0,Pleuston
142,Outside,Halobates-sericeus_total,0,Pleuston
144,Outside,Halobates-sericeus_total,0,Pleuston
146,Outside,Halobates-sericeus_total,0,Pleuston
148,Outside,Halobates-sericeus_total,0,Pleuston
1,Inside,Heteropod,0,Holoplankton
5,Inside,Heteropod,0,Holoplankton
8,Inside,Heteropod,0,Holoplankton
10,Inside,Heteropod,0,Holoplankton
14,Inside,Heteropod,0.443433769,Holoplankton
16,Inside,Heteropod,0,Holoplankton
17,Inside,Heteropod,0,Holoplankton
18,Inside,Heteropod,0,Holoplankton
19,Inside,Heteropod,0,Holoplankton
21,Inside,Heteropod,0,Holoplankton
22,Inside,Heteropod,0,Holoplankton
24,Inside,Heteropod,0,Holoplankton
26,Inside,Heteropod,0,Holoplankton
27,Inside,Heteropod,0,Holoplankton
28,Inside,Heteropod,0,Holoplankton
29,Inside,Heteropod,0,Holoplankton
31,Inside,Heteropod,0,Holoplankton
32,Inside,Heteropod,0,Holoplankton
33,Inside,Heteropod,0,Holoplankton
34,Inside,Heteropod,0,Holoplankton
36,Inside,Heteropod,0,Holoplankton
37,Inside,Heteropod,0,Holoplankton
39,Inside,Heteropod,0,Holoplankton
40,Inside,Heteropod,0,Holoplankton
43,Inside,Heteropod,0,Holoplankton
44,Inside,Heteropod,0,Holoplankton
45,Inside,Heteropod,0,Holoplankton
46,Inside,Heteropod,0,Holoplankton
47,Inside,Heteropod,0,Holoplankton
48,Inside,Heteropod,0,Holoplankton
49,Inside,Heteropod,0,Holoplankton
50,Inside,Heteropod,0,Holoplankton
54,Inside,Heteropod,0,Holoplankton
57,Inside,Heteropod,0.033932813,Holoplankton
59,Inside,Heteropod,0.032722513,Holoplankton
60,Inside,Heteropod,0.228105906,Holoplankton
61,Inside,Heteropod,0.280537697,Holoplankton
67,Inside,Heteropod,0,Holoplankton
68,Inside,Heteropod,0.005970149,Holoplankton
69,Inside,Heteropod,0,Holoplankton
71,Inside,Heteropod,0.109401709,Holoplankton
72,Inside,Heteropod,0.007183908,Holoplankton
76,Inside,Heteropod,0,Holoplankton
77,Inside,Heteropod,0,Holoplankton
78,Inside,Heteropod,0,Holoplankton
80,Inside,Heteropod,0,Holoplankton
85,Inside,Heteropod,0.420118611,Holoplankton
86,Inside,Heteropod,0.006145148,Holoplankton
88,Inside,Heteropod,0.0066357,Holoplankton
89,Inside,Heteropod,0.001255966,Holoplankton
90,Inside,Heteropod,0.014367273,Holoplankton
93,Inside,Heteropod,0.028801843,Holoplankton
96,Inside,Heteropod,0.006892015,Holoplankton
97,Inside,Heteropod,0.061276142,Holoplankton
98,Inside,Heteropod,0,Holoplankton
99,Inside,Heteropod,0.01370541,Holoplankton
101,Inside,Heteropod,0,Holoplankton
103,Inside,Heteropod,0,Holoplankton
105,Inside,Heteropod,0,Holoplankton
107,Inside,Heteropod,0.234200103,Holoplankton
109,Inside,Heteropod,0,Holoplankton
111,Inside,Heteropod,0.0562249,Holoplankton
113,Inside,Heteropod,0.04614094,Holoplankton
114,Inside,Heteropod,0.150176678,Holoplankton
116,Inside,Heteropod,0,Holoplankton
118,Inside,Heteropod,0,Holoplankton
120,Inside,Heteropod,0,Holoplankton
122,Inside,Heteropod,0,Holoplankton
125,Inside,Heteropod,0.022346369,Holoplankton
127,Inside,Heteropod,0,Holoplankton
129,Inside,Heteropod,0,Holoplankton
131,Inside,Heteropod,0,Holoplankton
133,Inside,Heteropod,0,Holoplankton
135,Inside,Heteropod,0.098328417,Holoplankton
137,Inside,Heteropod,0.042270531,Holoplankton
139,Inside,Heteropod,0.582702455,Holoplankton
141,Inside,Heteropod,0.04302926,Holoplankton
143,Inside,Heteropod,0.006079027,Holoplankton
145,Inside,Heteropod,0.034622043,Holoplankton
147,Inside,Heteropod,0.027300027,Holoplankton
2,Outside,Heteropod,0,Holoplankton
