taxon,family,genus,species,transect,type,volume.m3,total.length.mm,Habitat,Habitat.verbose
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,8,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,8,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Unk.Exocoetid,Exocoetidae,Unk.Exocoetid,,97,Inside,3002.8,6,Epipelagic,Epipelagic-neritic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Hirundichthys Type A,Exocoetidae,Hirundichthys,Type A,97,Inside,3002.8,16,Epipelagic,Epipelagic-oceanic
Hyporhamphus acutus,Hemiramphidae,Hyporhamphus,acutus,97,Inside,3002.8,6,Epipelagic,Epipelagic-neritic
Exocoetus monocirrhus,Exocoetidae,Exocoetus,monocirrhus,97,Inside,3002.8,17,Epipelagic,Epipelagic-oceanic
Cyclothone sp.,Gonostomatidae,Cyclothone,sp.,97,Inside,3002.8,10,Deep-water,Mesopelagic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,21,Epipelagic,Epipelagic-oceanic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,30,Epipelagic,Epipelagic-neritic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,8,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,14,Epipelagic,Epipelagic-oceanic
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,17,Epipelagic,Epipelagic-oceanic
Exocoetus monocirrhus,Exocoetidae,Exocoetus,monocirrhus,97,Inside,3002.8,11,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,10,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,13,Epipelagic,Epipelagic-oceanic
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,6,CoralReef,Reef-associated
Cypselurus simus,Exocoetidae,Cypselurus,simus,97,Inside,3002.8,6,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,11,Epipelagic,Epipelagic-oceanic
Unk.Mullid,Mullidae,Unk.Mullid,,97,Inside,3002.8,6,CoralReef,Reef-associated
Bathophilus sp.,Stomiidae,Bathophilus,sp.,97,Inside,3002.8,11,Deep-water,Mesopelagic
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,10,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,30,Epipelagic,Epipelagic-neritic
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,6,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,30,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,6,Epipelagic,Epipelagic-oceanic
Cyclothone sp.,Gonostomatidae,Cyclothone,sp.,97,Inside,3002.8,11,Deep-water,Mesopelagic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,7,Epipelagic,Epipelagic-oceanic
Bathymicrops sp.,Ipnopidae,Bathymicrops,sp.,97,Inside,3002.8,14,Deep-water,Bathydemersal
Exocoetus sp.,Exocoetidae,Exocoetus,sp.,97,Inside,3002.8,7,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,10,Epipelagic,Epipelagic-oceanic
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,9,CoralReef,Reef-associated
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Exocoetus sp.,Exocoetidae,Exocoetus,sp.,97,Inside,3002.8,27,Epipelagic,Epipelagic-oceanic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,40,Epipelagic,Epipelagic-neritic
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,6,CoralReef,Reef-associated
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,5,CoralReef,Reef-associated
Coryphaena equiselis,Coryphaenidae,Coryphaena,equiselis,97,Inside,3002.8,19,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,16,Epipelagic,Epipelagic-oceanic
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,7,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,8,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,10,Epipelagic,Epipelagic-oceanic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,13,Epipelagic,Epipelagic-oceanic
Unk.Istiophorid,Istiophoridae,Unk.Istiophorid,,97,Inside,3002.8,12,Epipelagic,Epipelagic-oceanic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,15,Epipelagic,Epipelagic-oceanic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,12,Epipelagic,Epipelagic-oceanic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,12,Epipelagic,Epipelagic-oceanic
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,6,CoralReef,Reef-associated
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,14,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Unk.Holocentrid,Holocentridae,Unk.Holocentrid,,97,Inside,3002.8,5,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,16,Epipelagic,Epipelagic-oceanic
Cyclothone sp.,Gonostomatidae,Cyclothone,sp.,97,Inside,3002.8,3,Deep-water,Mesopelagic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,13,Epipelagic,Epipelagic-oceanic
Unknown,Unknown,Unknown,,97,Inside,3002.8,4,NA,NA
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Hirundichthys Type A,Exocoetidae,Hirundichthys,Type A,97,Inside,3002.8,14,Epipelagic,Epipelagic-oceanic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,97,Inside,3002.8,23,Epipelagic,Epipelagic-neritic
Seriola sp.,Carangidae,Seriola,sp.,97,Inside,3002.8,13,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,10,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,6,NA,NA
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,6,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,12,CoralReef,Reef-associated
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,6,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,9,NA,NA
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,13,Epipelagic,Epipelagic-oceanic
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,7,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,8,Epipelagic,Epipelagic-oceanic
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,8,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,7,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,7,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,97,Inside,3002.8,5,CoralReef,Reef-associated
Cyclothone sp.,Gonostomatidae,Cyclothone,sp.,97,Inside,3002.8,8,Deep-water,Mesopelagic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,12,CoralReef,Reef-associated
Cyclothone sp.,Gonostomatidae,Cyclothone,sp.,97,Inside,3002.8,12,Deep-water,Mesopelagic
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,4,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,4,NA,NA
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,60,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,97,Inside,3002.8,5,NA,NA
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,36,Epipelagic,Epipelagic-neritic
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,7,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,5,NA,NA
Unknown,Unknown,Unknown,,97,Inside,3002.8,4,NA,NA
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,4,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,8,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,8,Epipelagic,Epipelagic-oceanic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,30,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,97,Inside,3002.8,7,NA,NA
Cheilopogon furcatus,Exocoetidae,Cheilopogon,furcatus,97,Inside,3002.8,4,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,5,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,24,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,7,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,12,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,5,Epipelagic,Epipelagic-oceanic
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Cyclothone sp.,Gonostomatidae,Cyclothone,sp.,97,Inside,3002.8,10,Deep-water,Mesopelagic
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,13,Epipelagic,Epipelagic-oceanic
Cyclothone sp.,Gonostomatidae,Cyclothone,sp.,97,Inside,3002.8,10,Deep-water,Mesopelagic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,33,Epipelagic,Epipelagic-neritic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,9,Epipelagic,Epipelagic-oceanic
Seriola sp.,Carangidae,Seriola,sp.,97,Inside,3002.8,18,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,5,Epipelagic,Epipelagic-oceanic
Scomberoides lysan,Carangidae,Scomberoides,lysan,97,Inside,3002.8,10,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,4,NA,NA
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,5,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,36,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,7,Epipelagic,Epipelagic-oceanic
Unknown,Unknown,Unknown,,97,Inside,3002.8,4,NA,NA
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,15,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,5,Epipelagic,Epipelagic-oceanic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,9,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,9,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,6,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,4,NA,NA
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,7,NA,NA
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,11,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,7,NA,NA
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,9,Epipelagic,Epipelagic-oceanic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,16,Epipelagic,Epipelagic-oceanic
Unknown,Unknown,Unknown,,97,Inside,3002.8,7,NA,NA
Prognichthys sealei,Exocoetidae,Prognichthys,sealei,97,Inside,3002.8,26,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Scomberoides lysan,Carangidae,Scomberoides,lysan,97,Inside,3002.8,15,CoralReef,Reef-associated
Cyclothone sp.,Gonostomatidae,Cyclothone,sp.,97,Inside,3002.8,8,Deep-water,Mesopelagic
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,6,CoralReef,Reef-associated
Cypselurus angusticeps,Exocoetidae,Cypselurus,angusticeps,97,Inside,3002.8,6,Epipelagic,Epipelagic-oceanic
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,6,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,5,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,16,Epipelagic,Epipelagic-oceanic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Unk.Mullid,Mullidae,Unk.Mullid,,97,Inside,3002.8,5,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,7,CoralReef,Reef-associated
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,9,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Hirundichthys Type A,Exocoetidae,Hirundichthys,Type A,97,Inside,3002.8,11,Epipelagic,Epipelagic-oceanic
Coryphaena sp.,Coryphaenidae,Coryphaena,sp.,97,Inside,3002.8,6,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Scomberoides lysan,Carangidae,Scomberoides,lysan,97,Inside,3002.8,12,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,8,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Cyclothone sp.,Gonostomatidae,Cyclothone,sp.,97,Inside,3002.8,6,Deep-water,Mesopelagic
Unknown,Unknown,Unknown,,97,Inside,3002.8,2,NA,NA
Unk.Holocentrid,Holocentridae,Unk.Holocentrid,,97,Inside,3002.8,4,CoralReef,Reef-associated
Aluterus scriptus,Monacanthidae,Aluterus,scriptus,97,Inside,3002.8,55,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,13,Epipelagic,Epipelagic-oceanic
Unk.Holocentrid,Holocentridae,Unk.Holocentrid,,97,Inside,3002.8,4,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,3,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,21,Epipelagic,Epipelagic-neritic
Cyclothone sp.,Gonostomatidae,Cyclothone,sp.,97,Inside,3002.8,3,Deep-water,Mesopelagic
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Oxyporhamphus micropterus,Hemiramphidae,Oxyporhamphus,micropterus,97,Inside,3002.8,6,Epipelagic,Epipelagic-oceanic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,13,Epipelagic,Epipelagic-oceanic
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,10,Epipelagic,Epipelagic-oceanic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,7,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,17,Epipelagic,Epipelagic-oceanic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,30,Epipelagic,Epipelagic-neritic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,24,Epipelagic,Epipelagic-oceanic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,9,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,11,Epipelagic,Epipelagic-oceanic
Exocoetus sp.,Exocoetidae,Exocoetus,sp.,97,Inside,3002.8,5,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,40,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,97,Inside,3002.8,9,NA,NA
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,5,CoralReef,Reef-associated
Hirundichthys Type A,Exocoetidae,Hirundichthys,Type A,97,Inside,3002.8,10,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,8,Epipelagic,Epipelagic-oceanic
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,7,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,39,Epipelagic,Epipelagic-neritic
Cypselurus simus,Exocoetidae,Cypselurus,simus,97,Inside,3002.8,4,Epipelagic,Epipelagic-oceanic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,34,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,10,Epipelagic,Epipelagic-oceanic
Exocoetus monocirrhus,Exocoetidae,Exocoetus,monocirrhus,97,Inside,3002.8,4,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Kyphosus sp.,Kyphosidae,Kyphosus,sp.,97,Inside,3002.8,6,CoralReef,Reef-associated
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,36,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,97,Inside,3002.8,5,NA,NA
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,36,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,5,NA,NA
Unknown,Unknown,Unknown,,97,Inside,3002.8,3,NA,NA
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,9,Epipelagic,Epipelagic-oceanic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,5,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,6,Epipelagic,Epipelagic-oceanic
Cyclothone sp.,Gonostomatidae,Cyclothone,sp.,97,Inside,3002.8,10,Deep-water,Mesopelagic
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,31,Epipelagic,Epipelagic-neritic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,10,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,4,NA,NA
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Unknown,Unknown,Unknown,,97,Inside,3002.8,5,NA,NA
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Nomeus gronovii,Nomeidae,Nomeus,gronovii,97,Inside,3002.8,13,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,13,Epipelagic,Epipelagic-oceanic
Unk.Mullid,Mullidae,Unk.Mullid,,97,Inside,3002.8,13,CoralReef,Reef-associated
Hirundichthys Type A,Exocoetidae,Hirundichthys,Type A,97,Inside,3002.8,18,Epipelagic,Epipelagic-oceanic
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,16,Epipelagic,Epipelagic-oceanic
Naucrates ductor,Carangidae,Naucrates,ductor,97,Inside,3002.8,5,Epipelagic,Epipelagic-oceanic
Canthidermis maculata,Balistidae,Canthidermis,maculata,97,Inside,3002.8,8,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,8,Epipelagic,Epipelagic-oceanic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,5,CoralReef,Reef-associated
Neomyxus leuciscus,Mugilidae,Neomyxus,leuciscus,97,Inside,3002.8,5,CoralReef,Reef-associated
Antennarius sp.,Antennariidae,Antennarius,sp.,97,Inside,3002.8,18,CoralReef,Reef-associated
Psenes sp.,Nomeidae,Psenes,sp.,97,Inside,3002.8,33,Epipelagic,Epipelagic-neritic
Mulloidichthys sp.,Mullidae,Mulloidichthys,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,3,Epipelagic,Epipelagic-oceanic
Parupeneus sp.,Mullidae,Parupeneus,sp.,97,Inside,3002.8,4,CoralReef,Reef-associated
Cheilopogon Type A,Exocoetidae,Cheilopogon,Type A,97,Inside,3002.8,13,Epipelagic,Epipelagic-oceanic
